respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed,b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_phmsev_dur2,sigma_u,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
1768,45,Male,Christian,Single,Yes,Bereaved,1,NA,,20260909002,-3.54708,-1.07177,-1.00167,-1.74804,-2.97976,-0.249563,0.0315003,-0.0120378,-0.105354,0.165277,2.43596,0.693062,0.159714,0.794592,2.14965,3.40725,0.73351,1.11708,1.25901,2.3538,-0.0135672,0.0224912,0.0508789,0.24965,-0.313973,-0.986138,-1.71972,-3.93186,-0.0186679
1769,56,Female,No religion,Divorced,No,Bereaved,3,NA,,20260909002,-3.23007,-0.836974,-0.695377,-1.27223,-2.96247,-0.312652,-0.0683732,-0.0195888,-0.0110416,-0.16017,2.12698,0.464941,-0.0428393,0.384353,2.32093,3.01785,0.474044,0.728456,0.758392,2.38257,-0.0147864,0.0234764,0.0466823,0.224468,-0.272371,-1.03116,-1.64995,-3.91332,-0.0697498
1770,33,Female,Buddhist,Single,No,None,1,NA,,20260909002,-3.27291,-0.881958,-0.838306,-1.27389,-3.32738,-0.374322,-0.121227,0.0916228,-0.207975,-0.0560423,2.12894,0.369731,-0.0382228,0.226345,2.18251,3.18015,0.636969,0.911272,0.893512,3.00214,-0.0155283,0.0218381,0.0348319,0.246427,-0.278723,-0.987077,-1.65933,-3.8961,-0.0323564
1771,19,Male,No religion,Single,No,Had COVID,4,NA,,20260909002,-3.63601,-1.08244,-0.925346,-1.52143,-3.54226,-0.24793,-0.00636657,0.105007,0.0454729,0.126958,2.52069,0.847086,0.205518,0.488514,2.98291,3.50898,0.783733,0.904798,1.07714,3.044,-0.0173375,0.0245015,0.0375823,0.274975,-0.311348,-1.07726,-1.68727,-3.93449,-0.0681373
1772,55,Female,Christian,Divorced,No,Long COVID,1,2,Libertarianism,20260909002,-3.1332,-0.755941,-0.690114,-1.34514,-2.85596,-0.329432,-0.10317,-0.0799972,-0.190732,0.00668165,1.86685,0.465788,-0.0994338,0.292297,1.98242,2.92142,0.448488,0.686113,0.927719,2.42742,-0.0162061,0.0214667,9.86172e-4,0.230245,-0.290572,-1.043,-1.65823,-3.91628,-0.0374974
1773,20,Male,Christian,Single,No,Bereaved,3,3,Communitarianism,20260909002,-3.79228,-1.19701,-0.993418,-1.54082,-3.45687,-0.304481,-0.188887,0.115568,0.134632,-0.217766,2.42879,0.780579,0.0705079,0.315861,2.71132,3.78668,1.12324,1.09615,1.17335,3.23562,-0.0152066,0.0235978,0.0164724,0.229181,-0.298049,-1.08863,-1.72133,-3.97297,-0.0639898
1774,64,Female,No religion,Married,No,Had COVID,3,NA,,20260909002,-3.12105,-0.767434,-0.698074,-1.12049,-2.70368,-0.494884,-0.276975,-0.0781617,-0.127341,-0.418228,2.02239,0.553104,0.0215829,0.0446277,2.24146,3.12453,0.571367,0.625662,0.718109,2.52792,-0.0139248,0.0222237,0.0117528,0.23015,-0.285758,-1.03401,-1.75112,-3.97946,-0.0905983
1775,67,Female,Christian,Widowed,No,None,1,NA,,20260909002,-3.14449,-0.69128,-0.61284400000000006,-1.27216,-2.90044,-0.362698,-0.154326,-0.0163766,-0.0544824,-0.195671,1.9208,0.360379,-0.112869,0.12969,2.03157,2.97111,0.428986,0.627317,0.809456,2.63918,-0.0166817,0.0234215,0.0624277,0.252699,-0.25576,-1.01472,-1.73262,-4.01485,-0.0726354
1776,64,Male,Sikh,Married,No,Had COVID,4,NA,,20260909002,-3.54354,-0.83971,-0.655495,-1.61717,-3.15285,-0.0271783,0.0119013,0.0605631,0.146424,0.0804017,2.18953,0.539304,-0.0937028,0.55225900000000006,2.32767,3.47154,0.642869,0.791842,1.29828,2.83295,-0.0154727,0.022092,0.00130376,0.250248,-0.259392,-1.11435,-1.65132,-3.96194,-0.0786585
1777,50,Female,Christian,Married,No,None,3,NA,,20260909002,-3.8574,-1.27202,-0.890759,-1.84736,-3.80563,-0.0422451,0.0484582,0.03338,0.254534,0.240343,2.21319,0.54133,-0.0595118,0.45675,2.51233,3.61038,0.924465,0.982243,1.2531,3.07229,-0.0148542,0.0259276,0.0503242,0.20337,-0.317393,-1.05959,-1.69953,-4.01292,-0.0535575
1778,58,Female,Christian,Widowed,No,None,3,NA,,20260909002,-3.16961,-0.889336,-0.726282,-1.42769,-3.18708,-0.30083,-0.162386,-0.00897822,-0.0596482,-0.254153,1.8361,0.516077,-0.00836868,0.578945,2.60681,3.03242,0.667855,0.856757,1.07355,2.7501,-0.0169832,0.0206692,0.0386367,0.256505,-0.260828,-1.12936,-1.63766,-3.852,-0.0350168
1779,75,Male,Christian,Widowed,No,Bereaved,3,NA,,20260909002,-3.20126,-0.938944,-0.735415,-1.38204,-3.30899,-0.426051,-0.195373,-0.0969662,-0.207863,-0.118246,2.14731,0.631676,-0.0594961,0.420617,2.71653,3.10451,0.783485,0.888756,1.14223,3.05721,-0.016194,0.0212206,0.107459,0.28406,-0.26014,-1.06275,-1.72406,-3.94315,-0.0734815
1780,24,Male,No religion,Single,No,None,4,NA,,20260909002,-3.40358,-1.09857,-0.966584,-1.49933,-3.30819,-0.227383,0.0364039,0.137587,0.13278,-0.0399239,2.03864,0.656573,0.196087,0.533184,2.49104,3.22598,0.742892,1.07872,1.06716,2.88682,-0.0151972,0.021895,0.02905,0.234503,-0.307065,-1.06105,-1.67329,-3.94941,-0.0410218
1781,87,Female,Christian,Divorced,No,None,4,3,Communitarianism,20260909002,-3.72121,-1.19092,-0.863528,-1.63531,-3.54989,-0.438846,-0.182614,-0.116555,-0.0938066,-0.178502,2.5283,0.825466,0.0456931,0.433714,2.75189,3.48779,0.749808,0.94003,1.10926,3.00148,-0.0160407,0.0224043,0.0298,0.34166,-0.303927,-1.03899,-1.68372,-3.92698,-0.0217656
1782,73,Male,Christian,Single,No,Had COVID,1,NA,,20260909002,-2.9868,-0.724721,-0.634717,-0.973456,-2.99147,-0.50767,-0.24591,-0.12771,-0.344346,-0.287385,2.04322,0.63278,0.139891,0.147812,2.35495,3.08369,0.617789,0.84734,0.814183,2.7633,-0.015434,0.0225237,0.0223015,0.192884,-0.306659,-1.04175,-1.65744,-3.91756,-0.0732337
1783,20,Female,Christian,Single,No,Bereaved,1,NA,,20260909002,-3.51747,-1.0334700000000001,-0.759229,-1.4364,-3.16431,-0.346228,-0.103673,-0.00292912,-0.167877,-0.323093,2.42208,0.714339,-0.0598237,0.488809,2.54837,3.33472,0.74614,0.870756,0.985818,3.02781,-0.0148314,0.0222553,0.0396716,0.24253,-0.301658,-1.09822,-1.66407,-3.96488,-0.104306
1784,44,Male,Muslim,Single,No,Had COVID,1,NA,,20260909002,-3.3246000000000002,-0.707824,-0.691282,-1.29401,-3.00687,-0.461233,-0.200479,-0.0384093,-0.054928,-0.203134,2.28354,0.485972,-0.00944547,0.490766,2.34144,3.20711,0.379764,0.867262,0.955782,2.43882,-0.0166106,0.0234894,-0.0113906,0.196682,-0.31227,-1.13876,-1.65179,-3.95313,-0.0922258
1785,46,Male,No religion,Single,No,Had COVID,1,NA,,20260909002,-3.23697,-0.792673,-0.752341,-1.46245,-3.03314,-0.401171,-0.237822,0.0221954,0.0126,-0.0835964,2.09576,0.581071,0.0410084,0.491409,2.32235,3.16699,0.623633,0.746153,1.03634,2.66491,-0.0149705,0.0224909,0.00387123,0.202652,-0.278501,-0.994096,-1.67824,-3.8918,-0.0684247
1786,56,Female,No religion,Divorced,No,Had COVID,1,NA,,20260909002,-3.54885,-0.955968,-0.807666,-1.3578,-3.19579,-0.389971,-0.160057,0.00568321,-0.117633,-0.0964846,2.26068,0.480874,-0.0762483,0.299596,2.37231,3.68389,0.859092,0.967354,0.99141,3.08776,-0.0149085,0.0228265,0.00333857,0.284744,-0.325235,-1.06473,-1.75725,-3.98285,-0.0743532
1787,42,Female,Christian,Married,Yes,Had COVID,4,NA,,20260909002,-3.24586,-0.731724,-0.615126,-1.11345,-2.81826,-0.242193,-0.140207,0.00292367,-0.124866,-0.381891,2.04108,0.490272,-0.070719,0.171811,2.3041,3.46502,0.760372,0.802949,0.833514,2.69173,-0.0149837,0.0222113,0.00301017,0.170445,-0.272877,-1.028,-1.64512,-3.94612,-0.0660668
1788,58,Male,Christian,Married,No,Had COVID,1,NA,,20260909002,-3.28403,-0.99406,-0.701468,-1.38816,-3.43685,-0.324002,-0.110201,-0.00550791,-0.0896696,-0.12367,1.88594,0.53489,0.0270171,0.454483,2.73491,3.29058,0.893929,0.91434,1.21599,3.15675,-0.0160736,0.0231076,0.0634514,0.256996,-0.318535,-1.18214,-1.71055,-4.01143,-0.065063
1789,58,Male,Christian,Separated,No,None,3,NA,,20260909002,-3.46577,-0.760832,-0.654223,-1.18626,-3.17375,-0.421118,-0.404994,-0.0803769,-0.150761,-0.513758,2.32673,0.644432,0.020285,0.194224,2.63343,3.37135,0.644975,0.755427,0.769859,3.03929,-0.0157215,0.0224158,0.0523245,0.267748,-0.274769,-1.08577,-1.66891,-3.99052,-0.0527837
1790,22,Male,Christian,Single,No,Had COVID,3,NA,,20260909002,-3.10142,-0.60916,-0.597835,-1.25498,-2.8565,-0.34297,-0.293748,-0.15167,-0.275106,-0.510812,2.05888,0.350732,-0.0972601,0.285171,2.15062,3.0301,0.505679,0.787818,0.907243,2.69931,-0.0158316,0.0224876,0.0566448,0.307521,-0.269458,-1.08541,-1.61872,-3.93603,-0.0629633
1791,37,Male,Christian,Single,No,None,3,NA,,20260909002,-3.30841,-0.857554,-0.780111,-1.29528,-3.31022,-0.254309,-0.03204,0.0111066,-0.0322235,-0.103579,1.93202,0.421908,0.0513207,0.233864,2.54444,3.28501,0.555298,0.829546,0.893759,2.90066,-0.0152553,0.0238799,0.060874,0.248113,-0.267951,-1.10236,-1.66182,-3.911,-0.0968018
1792,70,Male,Christian,Married,No,None,1,NA,,20260909002,-3.54314,-1.13789,-0.800787,-1.58801,-3.52377,-0.0591357,0.0295938,0.0965866,0.145169,-0.10348,2.28293,0.854773,0.0388374,0.475461,2.97416,3.33755,0.754741,0.82226,1.09034,3.19702,-0.0163519,0.0219543,0.0242125,0.23962,-0.2763,-1.10519,-1.66033,-3.99468,-0.0961066
1793,57,Male,Christian,Divorced,No,Had COVID,1,3,Communitarianism,20260909002,-3.19685,-0.764834,-0.685027,-1.27816,-3.04151,-0.253894,-0.158265,-0.0585519,0.0693694,-0.15919,2.40737,0.949556,0.147676,0.638754,2.99022,3.04048,0.59485,0.856362,0.741739,2.73062,-0.0159818,0.0217436,0.032552,0.272322,-0.243697,-1.01715,-1.65927,-3.91094,-0.0447932
1794,33,Female,Not answered,Married,Yes,Had COVID,2,NA,,20260909002,-3.64249,-1.11394,-0.744483,-1.53958,-3.22484,-0.145691,0.0744192,0.00798456,0.154443,-0.145032,2.6196,0.854586,0.0396977,0.619613,2.57692,3.52459,0.833297,0.940039,1.21555,3.05006,-0.016046,0.0224223,0.0326596,0.280811,-0.268193,-1.13708,-1.64704,-3.96603,-0.0529539
1795,66,Female,No religion,Widowed,No,None,2,NA,,20260909002,-3.40971,-1.07418,-0.759569,-1.24034,-3.44109,-0.205408,-0.0258342,0.0768863,0.0437492,0.125778,2.2154,0.775149,-0.0133509,0.164328,2.82487,3.38849,0.815608,0.856909,0.884519,2.73082,-0.0176102,0.0224312,0.0550987,0.26797,-0.305684,-1.11376,-1.66225,-3.98327,-0.03459
1796,35,Female,Christian,Married,No,Had COVID,3,NA,,20260909002,-3.3369,-0.92197,-0.666934,-1.36142,-3.19898,-0.243563,-0.0242157,-7.1201e-4,0.0960084,0.00309363,2.07771,0.501926,-0.106381,0.362627,2.20966,3.28598,0.723069,0.790537,0.816522,2.79578,-0.014405,0.0229007,0.0447739,0.202258,-0.311082,-1.06639,-1.68777,-3.88697,-0.0828546
1797,37,Male,No religion,Married,Yes,None,3,NA,,20260909002,-3.51993,-1.02691,-0.796683,-1.4812,-3.27289,-0.153856,-0.0906661,0.0516336,0.065606,-0.0512857,2.39675,0.718685,0.0743655,0.468235,2.60543,3.39809,0.81572,0.916629,0.977245,2.90459,-0.0152149,0.0224187,0.0351704,0.271521,-0.262485,-1.13972,-1.67262,-3.95886,-0.0868755
1798,72,Female,Not answered,Divorced,No,Had COVID,4,NA,,20260909002,-3.23007,-0.836974,-0.695377,-1.27223,-2.96247,-0.312652,-0.0683732,-0.0195888,-0.0110416,-0.16017,2.12698,0.464941,-0.0428393,0.384353,2.32093,3.01785,0.474044,0.728456,0.758392,2.38257,-0.0147864,0.0234764,0.0466823,0.224468,-0.272371,-1.03116,-1.64995,-3.91332,-0.0697498
1799,55,Male,Not answered,Separated,Yes,None,1,NA,,20260909002,-3.5728,-1.2747,-0.982687,-1.6445,-3.42953,-0.262151,-0.0338401,0.0946862,-0.047136,-0.10232,2.41015,1.01769,0.295446,0.623398,2.78517,3.33446,1.08416,1.13235,1.37249,3.14994,-0.0161225,0.0212704,0.0566009,0.292693,-0.339467,-1.10292,-1.65368,-3.86994,-0.0349965
1800,43,Male,Christian,Married,No,Long COVID,1,NA,,20260909002,-3.3173,-0.888206,-0.566534,-1.12448,-3.30463,-0.172119,-0.0785538,0.0140321,0.154636,0.182721,2.10587,0.586806,-0.0801578,-0.0456054,2.6718,2.93873,0.560926,0.649613,0.651997,2.68906,-0.0168179,0.0234866,0.0604539,0.206203,-0.331728,-1.13327,-1.65862,-3.93649,-0.0290811
1801,36,Female,No religion,Single,Yes,Had COVID,4,NA,,20260909002,-3.36066,-0.888449,-0.857761,-1.27584,-3.11944,-0.167102,-0.0365883,0.128987,-0.153485,-0.0587721,2.12422,0.58673,0.107181,0.438326,2.2974,3.20498,0.549621,0.779215,0.768774,2.62824,-0.0148225,0.0241171,-0.0134753,0.211558,-0.276774,-1.08974,-1.68899,-3.98033,-0.0965668
1802,66,Male,Christian,Married,No,None,3,NA,,20260909002,-3.30183,-0.820688,-0.811143,-1.40648,-3.08144,-0.205128,-0.128041,-0.03414,0.0535382,-0.41555,2.08986,0.645705,0.0938845,0.362333,2.62183,3.03253,0.453037,0.816069,0.88592,2.49242,-0.0154239,0.02236,0.0250506,0.236747,-0.265815,-1.1017,-1.67131,-3.98961,-0.0290883
1803,79,Male,Christian,Married,No,None,1,3,Communitarianism,20260909002,-3.32909,-0.976769,-0.867406,-1.53464,-3.02712,-0.40875,-0.190051,-0.0219397,-0.0326305,-0.229376,2.10913,0.722811,0.202232,0.712793,2.55265,3.30114,0.737548,0.988766,1.26795,2.63271,-0.0148626,0.0220565,-0.00804428,0.209504,-0.32363,-1.0633,-1.68369,-3.93999,-0.101397
1804,27,Female,Not answered,Married,No,Bereaved,3,NA,,20260909002,-3.37375,-0.693287,-0.647299,-1.09193,-2.92548,-0.238824,-0.078252,-0.0885538,-0.0259703,-0.0591024,2.12774,0.440487,-0.0573695,0.107468,2.29933,3.28105,0.541618,0.82536,0.802494,2.72822,-0.0166213,0.0236231,-0.00853458,0.227085,-0.307975,-1.11057,-1.68585,-3.9499,-0.0743224
1805,60,Male,Christian,Married,No,Long COVID,3,NA,,20260909002,-3.44177,-1.00061,-0.655132,-1.40874,-3.09098,-0.236388,-0.0910413,0.00163678,0.0209728,0.0573998,1.99812,0.569924,-0.15601,0.224102,2.0795,3.29743,0.772156,0.801401,0.902414,2.58259,-0.0156024,0.0226295,-0.0155034,0.266613,-0.283835,-1.12604,-1.66579,-3.95156,-0.0733538
1806,79,Male,Christian,Married,No,Bereaved,4,NA,,20260909002,-3.81044,-1.22469,-0.952433,-1.4161300000000001,-3.48388,-0.118536,0.0522028,0.10228,0.111415,0.0390056,2.48258,0.845969,0.0888289,0.2151,2.69735,3.59122,0.945536,0.998859,0.827281,3.0917,-0.0162533,0.0234252,0.0299975,0.27331,-0.322094,-1.12426,-1.69922,-3.99323,-0.0265215
1807,59,Male,Muslim,Married,No,Had COVID,3,NA,,20260909002,-3.45169,-1.02988,-0.721386,-1.24822,-3.39589,0.0651976,0.245724,0.139611,0.266984,0.115767,2.03546,0.430149,-0.0431863,0.0818019,2.43629,3.34872,0.772747,0.924032,0.923647,2.9412,-0.0154094,0.023552,0.0788744,0.167827,-0.245546,-1.1178,-1.63918,-3.98882,-0.125391
1808,52,Male,Not answered,Divorced,No,Had COVID,4,NA,,20260909002,-3.3407,-0.918862,-0.708094,-1.18782,-2.99909,-0.442319,-0.205798,-0.146924,-0.258343,-0.460007,2.30257,0.728837,0.013898,0.296502,2.79267,3.3847,0.684841,0.758902,0.734906,2.72413,-0.0164651,0.0233488,0.0836034,0.325905,-0.283345,-1.07703,-1.69226,-3.93892,-0.0561942
1809,65,Female,Christian,Divorced,No,None,3,5,Institutional Trust and Technocratic Governance,20260909002,-3.21837,-0.768546,-0.579786,-1.16759,-2.97076,-0.0605054,-0.0212273,-0.0259907,-0.0485204,-0.212334,1.8981,0.36721,-0.0451888,0.197352,2.41297,2.89186,0.40451,0.678474,0.842699,2.57519,-0.0160843,0.0221246,0.028465,0.259194,-0.303515,-1.07939,-1.59931,-3.8497,-0.0676715
1810,43,Female,No religion,Married,Yes,Had COVID,2,NA,,20260909002,-3.40762,-1.07915,-0.764865,-1.50189,-3.35292,-0.387156,-0.100494,0.0232466,0.0371497,-0.0668238,2.42929,0.738412,0.0066973,0.440234,2.55206,3.52494,0.950145,0.940796,1.1517,3.06341,-0.0158091,0.0229453,0.00213733,0.283813,-0.210691,-1.0626,-1.65675,-3.8809,-0.0374626
1811,54,Female,Christian,Separated,No,Had COVID,3,NA,,20260909002,-3.38531,-0.813145,-0.570736,-1.22122,-2.76977,-0.281091,-0.19254,-0.0948709,-0.201279,-0.334346,2.16047,0.521254,-0.0738797,0.335888,2.26414,3.26136,0.678344,0.735749,0.861756,2.48648,-0.0163012,0.0226248,0.0400703,0.273849,-0.333911,-1.07918,-1.65534,-3.95357,-0.0420697
1812,90,Female,Muslim,Married,No,None,1,NA,,20260909002,-3.40987,-0.917767,-0.642906,-1.25241,-3.28231,-0.189594,-0.1689,-0.0130351,-0.0946015,-0.105457,2.151,0.641938,-0.0853018,0.288626,2.67226,3.14456,0.682757,0.736254,1.01475,2.90464,-0.0160115,0.022703,0.0121336,0.204591,-0.321618,-1.14741,-1.64515,-3.96772,-0.105654
1813,21,Male,Christian,Single,No,None,3,NA,,20260909002,-3.2614899999999998,-0.899132,-0.722477,-1.37412,-3.49522,-0.237629,0.00798426,0.032821,-0.0714246,0.2467,2.06554,0.521539,0.0174113,0.409946,2.43318,3.03162,0.440364,0.801175,0.924499,2.69716,-0.0152673,0.0230131,-0.0112551,0.24528,-0.252794,-1.05918,-1.61985,-3.92392,-0.0833801
1814,77,Male,Christian,Divorced,No,None,3,NA,,20260909002,-3.55559,-1.07295,-0.862852,-1.50106,-3.39708,-0.351991,-0.298322,0.0412472,-0.112575,-0.258342,2.3532,0.826109,0.0411507,0.585887,2.60047,3.34166,0.866892,0.973671,1.10438,3.00681,-0.0152375,0.0225809,0.00612243,0.248079,-0.27077,-1.1034,-1.67425,-3.94211,-0.0559279
1815,51,Male,No religion,Married,No,Long COVID,3,NA,,20260909002,-3.41369,-0.995641,-0.783044,-1.51726,-3.30981,-0.380764,-0.132841,0.0318242,-0.00814252,-0.341459,2.29531,0.740936,-0.0166003,0.405813,2.63803,3.22046,0.687138,0.90901,1.12718,3.05671,-0.0152821,0.0215756,0.0109339,0.270508,-0.264807,-1.09951,-1.66229,-3.97564,-0.0675921
1816,27,Female,Christian,Divorced,No,None,1,NA,,20260909002,-3.15404,-0.689765,-0.725225,-1.00604,-2.85658,-0.30432,-0.173047,-0.0372185,-0.3495,-0.20825,2.00866,0.549251,0.063273,0.418387,2.28391,3.03132,0.395323,0.770993,0.624775,2.33108,-0.0146605,0.023581,0.0202003,0.269305,-0.284623,-1.07041,-1.68509,-3.94439,-0.105485
1817,25,Male,Christian,Single,Yes,None,4,NA,,20260909002,-3.30021,-0.783396,-0.651006,-1.2853,-3.35996,-0.272711,-0.14398,0.0137635,-0.0689197,0.0825922,2.05783,0.539295,4.88425e-4,0.164311,2.80301,3.24422,0.527057,0.815608,0.893622,3.02748,-0.0164702,0.0230344,-0.00482958,0.257167,-0.205734,-1.05918,-1.62803,-3.93068,-0.0425782
1818,75,Male,Christian,Widowed,No,None,3,NA,,20260909002,-3.26122,-0.781587,-0.499542,-1.06205,-3.19943,-0.372276,-0.181163,-0.206934,-0.246367,-0.00157145,2.22298,0.586267,-0.11668,0.266837,2.46273,3.24651,0.627637,0.75639,0.950977,2.73967,-0.0174155,0.023357,0.0189835,0.219671,-0.305967,-1.09856,-1.60526,-3.89194,-0.0767325
1819,61,Female,Christian,Married,No,None,1,NA,,20260909002,-3.37017,-0.912016,-0.7382,-1.34514,-3.22166,-0.23121,-0.0763335,0.0486933,-0.0623272,-0.289052,2.2747,0.772581,0.0809552,0.616434,2.67921,3.44719,0.752884,0.996182,1.0895,2.87035,-0.0156237,0.0219699,0.0341332,0.175617,-0.289253,-1.13274,-1.59158,-3.91171,-0.113183
1820,24,Male,Christian,Single,No,Bereaved,4,NA,,20260909002,-3.65995,-1.04915,-0.649586,-1.15678,-3.38547,-0.17902,-0.0844096,-0.0363953,-0.0583318,-0.239482,2.58438,0.835982,-0.145792,0.227926,2.62699,3.3132,0.77361,0.715956,0.846543,3.14127,-0.0165638,0.023825,0.0661161,0.247553,-0.318613,-1.12194,-1.73252,-4.06079,-0.0610033
1821,24,Male,Christian,Single,No,Had COVID,1,NA,,20260909002,-3.50387,-1.17943,-0.891283,-1.67358,-3.49809,-0.263566,-0.0807435,0.0512036,-0.08486,0.127257,2.28506,0.772576,0.226037,0.716464,2.63073,3.5203700000000002,1.03201,1.02998,1.38394,3.07134,-0.0163068,0.0220488,0.0913293,0.24082,-0.289131,-1.05975,-1.64105,-3.9128,-0.0403868
1822,27,Male,Christian,Single,No,None,1,NA,,20260909002,-3.46736,-0.940146,-0.565988,-1.09228,-3.25595,-0.174053,4.87807e-4,-0.0650271,-0.17225,0.00828221,2.12175,0.511079,-0.120641,-0.0116559,2.54511,3.31201,0.64872,0.7567,0.757412,2.86561,-0.0167238,0.0229272,-8.83242e-4,0.244055,-0.264013,-1.07709,-1.64739,-3.98091,-0.058831
1823,77,Male,Christian,Widowed,No,Had COVID,3,NA,,20260909002,-3.36758,-0.94422,-0.699191,-1.31254,-3.03282,-0.181111,0.0401175,0.103199,0.111153,-0.0248852,2.23764,0.655708,-0.0390485,0.407825,2.32801,3.078,0.653872,0.920848,0.927981,2.71871,-0.0158543,0.0227955,0.0429357,0.237658,-0.300796,-1.08295,-1.6556,-3.94518,-0.0514164
1824,25,Male,No religion,Single,Yes,Bereaved,4,NA,,20260909002,-3.27897,-0.973381,-0.713954,-1.17075,-3.4733,-0.29799,0.0297549,0.0382359,0.0941472,0.0185319,2.10667,0.703167,0.00467795,0.29213,2.76082,3.15163,0.781515,0.889974,0.800723,3.28066,-0.0157953,0.02173,0.00637235,0.251401,-0.322637,-1.12919,-1.6673,-3.93377,-0.0741734
1825,46,Female,Christian,Single,No,Had COVID,1,NA,,20260909002,-3.07176,-0.599921,-0.545904,-1.04369,-3.27974,-0.474307,-0.285791,-0.0730256,-0.29749,-6.89798e-4,1.8676,0.354804,-0.144529,0.18694,2.45267,3.00332,0.505518,0.690028,0.731289,2.82217,-0.0159751,0.0226357,-0.0046349,0.213519,-0.343073,-1.14255,-1.69431,-3.93561,-0.070112
1826,32,Male,Christian,Single,Yes,Had COVID,1,NA,,20260909002,-3.51763,-0.974767,-0.721943,-1.36532,-3.44902,-0.214824,-0.0236179,0.00267237,0.135573,-0.00713753,2.39714,0.773304,0.0837037,0.480264,2.6851,3.24543,0.609035,0.83862,0.908393,2.92062,-0.0157097,0.023654,0.072629,0.230052,-0.306754,-1.17726,-1.73406,-4.03428,-0.0477978
1827,65,Female,Christian,Widowed,No,Had COVID,2,NA,,20260909002,-3.46494,-1.07046,-0.783919,-1.3429,-3.07635,0.00674291,0.0877369,0.0412772,-0.0844965,0.0216681,2.0754,0.609221,0.111225,0.347484,2.38407,3.01265,0.611721,0.782748,0.815007,2.61715,-0.0176362,0.0222655,0.0998211,0.295917,-0.246029,-1.02808,-1.67109,-3.94711,-0.0208378
1828,64,Male,No religion,Divorced,Yes,Had COVID,3,NA,,20260909002,-3.29691,-0.842739,-0.741686,-1.45635,-3.07867,-0.521192,-0.301031,-0.103045,0.00902582,-0.144939,2.07819,0.549477,0.0430202,0.372665,2.36224,3.37001,0.777179,0.929335,1.13837,2.63284,-0.0157761,0.023003,0.0119206,0.25702,-0.308233,-1.09227,-1.69056,-4.00236,-0.0538956
1829,77,Female,No religion,Divorced,No,Had COVID,3,NA,,20260909002,-3.48995,-0.955544,-0.731694,-1.46759,-3.17104,-0.309916,-0.205753,-0.0423929,-0.1954,-0.509403,2.37644,0.697926,-0.0641287,0.500918,2.77589,3.28412,0.674981,0.792491,0.953978,2.84905,-0.0166812,0.0232572,0.0343782,0.271862,-0.249532,-1.04752,-1.67555,-3.90934,-0.0180074
1830,53,Male,No religion,Married,Yes,Had COVID,4,NA,,20260909002,-3.31019,-1.03459,-0.789821,-1.4715,-3.3052,-0.569557,-0.238297,-0.0529059,-0.154023,-0.303079,2.19383,0.745554,0.146439,0.476474,2.62009,3.47089,0.843733,0.906286,1.20143,2.97543,-0.0149387,0.0218924,0.035905,0.250824,-0.265165,-1.05105,-1.66349,-3.94962,-0.0240445
1831,34,Female,Christian,Single,Yes,None,2,NA,,20260909002,-3.39523,-0.750583,-0.610225,-1.37446,-3.31397,-0.269975,-0.120166,0.0168163,9.41018e-4,-0.204011,2.29183,0.504322,-0.138179,0.511943,2.4749,3.38252,0.678346,0.828793,1.13659,3.28813,-0.0157941,0.0232243,0.0293593,0.248952,-0.268602,-1.12733,-1.68112,-4.04316,-0.125982
1832,45,Female,Christian,Single,Yes,None,4,NA,,20260909002,-3.15107,-0.88195,-0.774907,-1.44524,-3.2175,-0.536357,-0.166915,-0.0407236,-0.208467,-0.0731562,2.02864,0.591005,0.00349193,0.526335,2.53287,2.98676,0.54618,0.813309,0.902249,2.74431,-0.0151256,0.0220842,-0.0141548,0.261125,-0.298074,-1.06681,-1.63067,-3.85045,-0.0439051
1833,48,Female,Christian,Married,No,None,3,NA,,20260909002,-3.27698,-0.909725,-0.615419,-1.34678,-3.49806,-0.309,-0.0879619,-0.0314205,-0.0151731,0.135268,2.07713,0.564552,0.00751499,0.317085,2.87564,3.16188,0.659132,0.884773,1.09642,2.93641,-0.0153099,0.0222286,-0.00682373,0.254499,-0.308783,-1.14692,-1.59541,-3.90253,-0.00164469
1834,49,Male,Not answered,Single,No,Had COVID,3,NA,,20260909002,-3.54858,-1.08315,-0.897581,-1.4309,-3.43766,-0.181634,0.0397775,0.0927321,-0.176579,0.0914701,2.32922,0.837655,0.173553,0.578607,2.68502,3.41528,0.664789,0.925078,0.957894,2.7752,-0.0143511,0.0226856,0.0554694,0.261498,-0.247855,-1.06988,-1.68141,-4.00645,-0.133197
