respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed,b_phmvac_basic_notavail,b_phmvac_rsc_avail,b_phmvac_rsc_notavail,b_phmvac_lockdown_avail,b_phmvac_lockdown_notavail,b_phmvac_basic_notavail_male,b_phmvac_rsc_avail_male,b_phmvac_rsc_notavail_male,b_phmvac_lockdown_avail_male,b_phmvac_lockdown_notavail_male,b_phmvac_basic_notavail_age3554,b_phmvac_rsc_avail_age3554,b_phmvac_rsc_notavail_age3554,b_phmvac_lockdown_avail_age3554,b_phmvac_lockdown_notavail_age3554,b_phmvac_basic_notavail_age55p,b_phmvac_rsc_avail_age55p,b_phmvac_rsc_notavail_age55p,b_phmvac_lockdown_avail_age55p,b_phmvac_lockdown_notavail_age55p,b_vacdisc,b_econ20,b_econ40,b_inc50,b_inc90,b_mor100,b_mor150,b_edu10
1766,45,Male,No religion,Single,Yes,None,3,NA,,20260909002,-9.44405,-0.754314,-8.79603,-1.86509,-10.0848,-0.157264,-0.14762,-0.0568939,-0.0790496,-0.228691,0.835704,0.20072,0.479464,0.652711,1.63095,1.69969,0.389903,1.24186,1.21521,2.08947,7.55608,-0.178237,-0.125138,-0.291828,-0.701637,-1.36201,-3.10103,-0.178316
1767,19,Male,No religion,Single,No,None,2,NA,,20260909002,-10.7338,-0.909937,-10.2135,-1.94702,-11.4868,-0.19405,-0.0883634,0.125631,0.0503626,-0.0900474,0.958286,0.421313,0.520382,0.693199,1.74728,1.88151,0.660352,1.34985,1.36989,2.2334,8.89253,-0.124926,-0.0799208,-0.259326,-0.674792,-1.4011,-3.10884,-0.197412
1768,45,Male,Christian,Single,Yes,Bereaved,1,NA,,20260909002,-9.44146,-1.02579,-8.76918,-1.87263,-10.1854,-0.00509349,0.10694,0.132175,-0.0244157,-0.00959756,1.34474,0.766894,0.668163,0.887156,2.19645,1.77784,0.463864,1.21737,1.17481,2.07249,7.40787,-0.192422,-0.102313,-0.280598,-0.667909,-1.40996,-3.13237,-0.189584
1769,56,Female,No religion,Divorced,No,Bereaved,3,NA,,20260909002,-10.3763,-0.771406,-9.88813,-1.71432,-11.026,-0.206241,-0.126343,0.0810566,-0.0442619,-0.269046,0.79441,0.38403,0.530686,0.629299,1.72049,1.69447,0.312588,1.20199,0.948418,1.82638,8.63439,-0.150911,-0.0905952,-0.283268,-0.603116,-1.42061,-3.18032,-0.180735
1770,33,Female,Buddhist,Single,No,None,1,NA,,20260909002,-10.5733,-0.788843,-9.97668,-1.95298,-11.0725,-0.229181,-0.0677029,0.0329546,0.0120555,-0.219877,1.04341,0.391514,0.448327,0.756632,1.53579,1.84164,0.375386,1.19392,1.38253,1.91787,8.69845,-0.21031,-0.126291,-0.240631,-0.597095,-1.42187,-3.13011,-0.226807
1771,19,Male,No religion,Single,No,Had COVID,4,NA,,20260909002,-10.0642,-0.896073,-9.4057,-1.99373,-10.7783,-0.158168,0.0332329,0.111759,0.180171,0.0590413,0.999629,0.430618,0.419568,0.67936,1.88011,1.78652,0.416114,1.26756,1.32972,2.02473,8.14399,-0.230647,-0.142662,-0.307441,-0.720037,-1.39283,-3.11364,-0.196496
1772,55,Female,Christian,Divorced,No,Long COVID,1,2,Libertarianism,20260909002,-10.1424,-0.46371,-9.76525,-1.5032,-10.8896,-0.518004,-0.421763,-0.0431168,-0.202388,-0.497554,0.627246,0.15943,0.329726,0.429593,1.56506,1.73566,0.395502,1.25373,1.3347,1.88032,8.72276,-0.196218,-0.153382,-0.252708,-0.723997,-1.35459,-3.09914,-0.242892
1773,20,Male,Christian,Single,No,Bereaved,3,3,Communitarianism,20260909002,-10.0596,-0.8897,-9.45825,-1.82974,-10.7713,-0.170395,0.0422883,0.0780045,0.0985428,-0.0654699,0.977632,0.50002,0.485994,0.717531,1.77079,1.69208,0.41037,1.15102,1.18441,1.85741,8.23799,-0.17774,-0.180553,-0.235459,-0.671757,-1.37873,-3.11925,-0.208351
1774,64,Female,No religion,Married,No,Had COVID,3,NA,,20260909002,-10.497,-0.977369,-9.78713,-1.74892,-11.1714,-0.0993067,0.0115864,0.0687362,0.0044881,-0.0589278,1.07344,0.415799,0.421282,0.598236,1.83083,1.69942,0.462124,1.17809,1.07359,2.06524,8.50729,-0.201253,-0.149388,-0.256153,-0.687198,-1.40787,-3.06359,-0.205673
1775,67,Female,Christian,Widowed,No,None,1,NA,,20260909002,-8.945,-0.844092,-8.52571,-1.90209,-9.87353,-0.25444,-0.16115,0.132766,-3.64102e-4,-0.139494,0.968811,0.572017,0.551804,0.671157,1.94871,1.87124,0.576557,1.35274,1.3327,2.29361,7.13498,-0.123458,-0.0902423,-0.23933,-0.664694,-1.37917,-3.17947,-0.211667
1776,64,Male,Sikh,Married,No,Had COVID,4,NA,,20260909002,-10.2028,-1.07628,-9.54789,-2.04818,-10.8383,-0.090314,0.125529,0.0534012,-0.00790512,-0.00823825,0.985057,0.499337,0.537079,0.704148,1.71654,1.99642,0.687897,1.31114,1.36041,2.04973,8.19993,-0.172841,-0.101141,-0.248469,-0.640843,-1.39909,-3.10412,-0.171472
1777,50,Female,Christian,Married,No,None,3,NA,,20260909002,-9.97228,-0.75207,-9.36739,-1.72991,-10.7138,-0.251332,-0.0902202,0.0838783,-0.0246262,0.00998781,1.04804,0.600393,0.485269,0.621566,1.98201,1.72096,0.342017,1.06303,1.24892,1.82155,8.23524,-0.194289,-0.133393,-0.220315,-0.677264,-1.37125,-3.13087,-0.181994
1778,58,Female,Christian,Widowed,No,None,3,NA,,20260909002,-10.6339,-0.792364,-9.88402,-1.67589,-11.2818,-0.301675,-0.15837,-0.0492754,-0.0522587,-0.193431,1.07643,0.530741,0.419811,0.684884,1.63741,1.72419,0.500324,1.12018,1.19619,1.97624,8.89527,-0.155018,-0.153174,-0.271301,-0.703932,-1.40098,-3.09382,-0.187222
1779,75,Male,Christian,Widowed,No,Bereaved,3,NA,,20260909002,-10.2345,-0.688839,-9.68972,-1.74507,-11.0017,-0.258633,-0.116626,-0.0478093,0.00704533,-0.129663,1.01736,0.449843,0.607334,0.940698,1.78737,1.52245,0.30748,1.1041,1.2528,1.88434,8.58788,-0.19877,-0.149231,-0.219569,-0.669444,-1.35215,-3.0485,-0.224626
1780,24,Male,No religion,Single,No,None,4,NA,,20260909002,-9.77114,-0.864195,-9.30294,-1.88919,-10.4832,-0.215484,-0.0513957,0.0714881,-0.036271,-0.150201,0.964191,0.536426,0.468435,0.815121,1.63143,1.61873,0.487644,1.13725,1.22784,1.89925,8.05387,-0.143525,-0.0953253,-0.233153,-0.680985,-1.39834,-3.14037,-0.195878
1781,87,Female,Christian,Divorced,No,None,4,3,Communitarianism,20260909002,-9.50136,-0.780398,-8.90043,-1.75157,-10.2109,-0.269582,-0.143507,0.0358987,0.0515898,-0.248745,1.13067,0.55247,0.523947,0.631644,1.77878,1.66681,0.380302,1.14448,1.08535,1.8438,7.7271,-0.1793,-0.208466,-0.224929,-0.660801,-1.36164,-3.11978,-0.193161
1782,73,Male,Christian,Single,No,Had COVID,1,NA,,20260909002,-9.90399,-0.732655,-9.28538,-1.90695,-10.5291,-0.460825,-0.312765,-0.0657685,-0.120138,-0.349278,1.11982,0.480363,0.550433,0.820422,1.82872,2.0183,0.518928,1.29486,1.36672,2.13973,8.02883,-0.173695,-0.113748,-0.243769,-0.620034,-1.41507,-3.16151,-0.203263
1783,20,Female,Christian,Single,No,Bereaved,1,NA,,20260909002,-10.8555,-0.781148,-10.5324,-1.79564,-11.6782,-0.586185,-0.380308,0.0770092,-0.189423,-0.426447,1.05105,0.554807,0.522558,0.807886,1.90136,1.71796,0.504553,1.29354,1.21529,1.89579,9.26269,-0.157033,-0.119345,-0.251426,-0.716127,-1.3945,-3.15382,-0.182616
1784,44,Male,Muslim,Single,No,Had COVID,1,NA,,20260909002,-10.3247,-0.88003,-9.78337,-1.89051,-11.1452,-0.24826,-0.107064,0.0554249,-0.124204,-0.0475833,0.929555,0.401725,0.56446,0.81275,1.60802,1.61354,0.475827,1.2703,1.32576,1.93475,8.51753,-0.172551,-0.141215,-0.275231,-0.658401,-1.36988,-3.0983,-0.168823
1785,46,Male,No religion,Single,No,Had COVID,1,NA,,20260909002,-9.05111,-0.718341,-8.46994,-1.51995,-9.84131,-0.205754,-0.136552,-0.0392887,-0.131966,-0.241983,0.841941,0.350632,0.400897,0.385602,1.78567,1.68161,0.449925,1.19411,1.07154,1.89592,7.36617,-0.135046,-0.114245,-0.234129,-0.68006200000000006,-1.35817,-3.10788,-0.180577
1786,56,Female,No religion,Divorced,No,Had COVID,1,NA,,20260909002,-11.2245,-0.975424,-10.5869,-1.79172,-11.8349,-0.286967,-0.19027,0.0589394,-0.0557643,-0.149812,1.30264,0.80205,0.638788,0.656909,1.96792,1.89169,0.610444,1.28513,1.19721,1.99688,9.30152,-0.178258,-0.154974,-0.243106,-0.628059,-1.38434,-3.08808,-0.202105
1787,42,Female,Christian,Married,Yes,Had COVID,4,NA,,20260909002,-10.9126,-0.759541,-10.278,-1.79935,-11.3829,0.0213666,-0.031981,0.119516,0.207264,-0.272913,0.620281,0.0692106,0.367961,0.385146,1.45608,1.65195,0.378758,1.14038,0.92978,2.01368,9.05214,-0.164611,-0.0916964,-0.237822,-0.61588,-1.42431,-3.12359,-0.203888
1788,58,Male,Christian,Married,No,Had COVID,1,NA,,20260909002,-11.2163,-1.03242,-10.6469,-1.71835,-12.0475,-0.264931,-0.0506695,0.114377,0.0870928,-0.0527383,1.08462,0.607311,0.585842,0.668445,1.85422,1.83151,0.677004,1.22099,1.17947,2.19253,9.37734,-0.186286,-0.153287,-0.250926,-0.719444,-1.38255,-3.09028,-0.173347
1789,58,Male,Christian,Separated,No,None,3,NA,,20260909002,-9.72278,-0.695072,-9.17955,-1.8131,-10.1912,-0.0838854,-0.012977,0.120395,-0.0782314,-0.313509,0.82189,0.300379,0.456074,0.633762,1.5667,1.60395,0.29812,1.09288,1.17031,1.90843,7.96136,-0.15156,-0.10159,-0.256389,-0.667667,-1.38854,-3.16395,-0.192581
1790,22,Male,Christian,Single,No,Had COVID,3,NA,,20260909002,-9.21283,-0.788634,-8.40498,-1.86058,-9.8427,-0.174464,-0.0348659,-0.0573896,-0.00837887,-0.0888292,1.20892,0.519224,0.397816,0.668947,1.87139,1.91727,0.444482,1.13785,1.15267,2.05814,7.28763,-0.193865,-0.176606,-0.198133,-0.604452,-1.38901,-3.11516,-0.211536
1791,37,Male,Christian,Single,No,None,3,NA,,20260909002,-8.17911,-0.758623,-7.654,-1.7893,-9.01264,-0.225997,-0.186061,-0.0356028,0.0573063,-0.225527,0.936227,0.439823,0.502663,0.417375,1.81797,1.66822,0.444757,1.28758,1.0826,2.07432,6.40544,-0.174607,-0.105582,-0.259907,-0.690355,-1.41654,-3.16111,-0.168149
1792,70,Male,Christian,Married,No,None,1,NA,,20260909002,-10.898,-1.02032,-10.2159,-1.89883,-11.498,-0.0086464,0.0604542,0.128511,0.0269925,0.00595784,1.16075,0.638746,0.623196,0.787831,1.91833,1.92541,0.553746,1.35493,1.23651,1.91941,8.83784,-0.223121,-0.142428,-0.222846,-0.654546,-1.39124,-3.10526,-0.185401
1793,57,Male,Christian,Divorced,No,Had COVID,1,3,Communitarianism,20260909002,-11.2836,-0.933798,-10.5585,-2.09591,-11.924,-0.259957,-0.137033,0.0671598,0.0991179,-0.208046,1.27931,0.63018,0.737787,1.16521,1.93106,1.79815,0.349527,1.10025,1.19399,1.68459,9.27321,-0.201252,-0.169473,-0.277732,-0.697687,-1.38905,-3.1129,-0.180943
1794,33,Female,Not answered,Married,Yes,Had COVID,2,NA,,20260909002,-10.4251,-0.698999,-9.90935,-1.9798,-10.902,-0.458972,-0.352895,-0.025509,-0.115031,-0.598588,1.1109,0.493527,0.5558,1.04088,1.71906,1.78655,0.3831,1.18431,1.37239,1.89849,8.66313,-0.164759,-0.101155,-0.248076,-0.672331,-1.44108,-3.18855,-0.206742
1795,66,Female,No religion,Widowed,No,None,2,NA,,20260909002,-10.5798,-0.934964,-10.0392,-1.91344,-11.5877,-0.221669,-0.0541871,-0.088014,0.00549308,-0.0901727,0.998423,0.533727,0.553398,0.738229,2.001,1.62749,0.518642,1.19266,1.2784,2.20363,8.83024,-0.141897,-0.150028,-0.25803,-0.645994,-1.40256,-3.14692,-0.184531
1796,35,Female,Christian,Married,No,Had COVID,3,NA,,20260909002,-11.2245,-0.975424,-10.5869,-1.79172,-11.8349,-0.286967,-0.19027,0.0589394,-0.0557643,-0.149812,1.30264,0.80205,0.638788,0.656909,1.96792,1.89169,0.610444,1.28513,1.19721,1.99688,9.30152,-0.178258,-0.154974,-0.243106,-0.628059,-1.38434,-3.08808,-0.202105
1797,37,Male,No religion,Married,Yes,None,3,NA,,20260909002,-9.8634,-0.806714,-9.30559,-1.91107,-10.6961,-0.267316,-0.0989999,0.0853926,0.0457372,-0.0997291,0.989567,0.49015,0.512402,0.847894,2.01959,1.72241,0.400868,1.15356,1.25002,1.97859,8.05445,-0.206444,-0.144452,-0.29708,-0.731627,-1.38929,-3.15832,-0.218044
1798,72,Female,Not answered,Divorced,No,Had COVID,4,NA,,20260909002,-9.65655,-0.760323,-9.04976,-1.89851,-10.2542,-0.251923,-0.187969,-0.0381342,0.0352214,-0.220333,0.985267,0.56174,0.509587,0.776742,1.72373,1.53852,0.182788,1.02585,1.13504,1.66134,7.89847,-0.190339,-0.130114,-0.211481,-0.654886,-1.41381,-3.15813,-0.181136
1799,55,Male,Not answered,Separated,Yes,None,1,NA,,20260909002,-10.0191,-1.04583,-9.49016,-2.03089,-10.8597,-0.0989542,0.0345905,0.114763,0.0553599,-0.00610426,0.899785,0.432008,0.62956,0.909494,1.94272,1.79148,0.640069,1.37605,1.33247,2.23572,8.0653,-0.158114,-0.117552,-0.22597,-0.647627,-1.40473,-3.05081,-0.14602299999999999
1800,43,Male,Christian,Married,No,Long COVID,1,NA,,20260909002,-10.1325,-0.914715,-9.64798,-2.19006,-10.8071,-0.170491,-0.125109,0.227571,0.226381,-0.253789,1.21605,0.696171,0.698262,1.03072,2.01703,1.78619,0.576919,1.30739,1.32575,2.03898,8.21206,-0.134672,-0.0667904,-0.230249,-0.632078,-1.40558,-3.14189,-0.213561
1801,36,Female,No religion,Single,Yes,Had COVID,4,NA,,20260909002,-12.8126,-0.866878,-12.3724,-1.8615,-13.8447,-0.274176,-0.0623152,-0.0431803,-0.06991,-0.0970787,0.945465,0.603039,0.61417,0.846375,2.15483,1.68285,0.513505,1.21373,1.22832,2.08626,11.1857,-0.155271,-0.0863684,-0.211415,-0.667215,-1.42535,-3.12387,-0.228283
1802,66,Male,Christian,Married,No,None,3,NA,,20260909002,-9.04854,-0.642367,-8.53001,-1.94929,-9.53066,-0.183834,-0.158159,0.106219,0.247156,-0.393768,1.08211,0.441386,0.51714,0.828934,1.83828,1.74646,0.211309,1.22852,1.26628,1.8224,7.28134,-0.203923,-0.131495,-0.27923,-0.668771,-1.38357,-3.11967,-0.225282
1803,79,Male,Christian,Married,No,None,1,3,Communitarianism,20260909002,-7.85701,-0.780881,-7.33549,-1.88647,-8.54121,-0.306976,-0.184786,0.0494113,-0.0236776,-0.136713,1.02364,0.433851,0.57474,0.753872,1.68303,1.85511,0.619613,1.27125,1.28825,1.98882,6.06513,-0.163455,-0.14675,-0.249071,-0.646964,-1.34533,-3.07499,-0.185743
1804,27,Female,Not answered,Married,No,Bereaved,3,NA,,20260909002,-9.47563,-0.727231,-8.88886,-1.75568,-10.1702,-0.442419,-0.277583,-0.068036,-0.151788,-0.256998,1.00367,0.420016,0.497972,0.691905,1.80945,1.80663,0.457865,1.27474,1.17649,1.94159,7.70091,-0.212768,-0.149083,-0.269784,-0.703102,-1.3902,-3.16726,-0.211911
1805,60,Male,Christian,Married,No,Long COVID,3,NA,,20260909002,-10.1052,-0.925499,-9.4948,-1.90075,-10.8973,-0.412422,-0.312062,0.0189443,-0.128854,-0.485403,1.1245,0.613672,0.501132,0.788488,2.08145,2.02766,0.728392,1.32934,1.49102,2.34935,8.2698,-0.18792,-0.154833,-0.247867,-0.711502,-1.39347,-3.15045,-0.211439
1806,79,Male,Christian,Married,No,Bereaved,4,NA,,20260909002,-9.24644,-0.640834,-8.77125,-1.87129,-10.0138,-0.306908,-0.134368,-0.0092394,-0.0151309,-0.254396,0.835298,0.278685,0.481754,0.648646,1.59439,1.62953,0.274863,1.18393,1.18299,2.00298,7.55958,-0.171323,-0.0892829,-0.25666,-0.670393,-1.37128,-3.1367,-0.193904
1807,59,Male,Muslim,Married,No,Had COVID,3,NA,,20260909002,-10.9194,-0.849405,-10.2782,-1.96607,-11.678,-0.269702,-0.164444,-0.0892963,-0.0530889,-0.242135,0.927994,0.415239,0.450334,0.696064,1.73676,1.91781,0.688677,1.28361,1.46051,2.20744,9.13584,-0.166908,-0.16251,-0.22746,-0.680368,-1.42537,-3.14395,-0.173507
1808,52,Male,Not answered,Divorced,No,Had COVID,4,NA,,20260909002,-9.71691,-0.882266,-8.95311,-1.9093,-10.3276,-0.353121,-0.142821,-0.0529052,0.0226249,-0.212578,1.15319,0.508577,0.393122,0.815626,1.77421,1.88374,0.53045,1.0922,1.32764,1.98697,7.87539,-0.166385,-0.0911373,-0.251559,-0.669291,-1.37162,-3.09436,-0.151738
1809,65,Female,Christian,Divorced,No,None,3,5,Institutional Trust and Technocratic Governance,20260909002,-8.59146,-1.10853,-7.91392,-2.17971,-9.0951,-0.126711,-0.0028748,0.056765500000000003,-0.0581923,-0.215577,1.28331,0.651314,0.545943,1.00487,1.92976,1.98112,0.655647,1.3615,1.45049,2.11047,6.45552,-0.126179,-0.111647,-0.26159,-0.628833,-1.41203,-3.11318,-0.159442
1810,43,Female,No religion,Married,Yes,Had COVID,2,NA,,20260909002,-10.9207,-0.853867,-10.2515,-1.87491,-11.68,-0.209169,-0.119728,-0.014903,-0.0116073,-0.238714,1.14398,0.58208,0.52921,0.790782,2.04065,1.87482,0.551254,1.19333,1.18805,2.11088,9.0585,-0.196296,-0.0897244,-0.19475,-0.625242,-1.39713,-3.13641,-0.229627
1811,54,Female,Christian,Separated,No,Had COVID,3,NA,,20260909002,-12.2077,-0.818417,-11.5704,-1.90328,-12.8306,-0.217219,-0.130781,0.0622056,0.018853,-0.181962,1.07746,0.418314,0.606609,0.711586,1.76814,1.69056,0.344396,1.15325,1.22763,1.90263,10.3538,-0.187217,-0.149343,-0.300694,-0.680772,-1.3935,-3.1105,-0.186284
1812,90,Female,Muslim,Married,No,None,1,NA,,20260909002,-10.8377,-1.04877,-10.0765,-2.15528,-11.6087,-0.154531,-0.0137825,0.119337,0.198828,-0.00300781,1.34908,0.729184,0.562071,0.950521,2.02771,1.8068,0.547598,1.27309,1.48071,2.04707,8.82081,-0.175078,-0.163748,-0.232791,-0.654505,-1.37679,-3.13437,-0.209335
1813,21,Male,Christian,Single,No,None,3,NA,,20260909002,-9.26602,-0.772481,-8.64876,-1.68509,-9.97083,-0.360075,-0.296975,-0.0994503,-0.234746,-0.396429,1.19963,0.626262,0.526159,0.647652,1.84953,1.89978,0.541148,1.23123,1.20998,1.97105,7.50673,-0.111821,-0.104721,-0.228806,-0.724265,-1.42909,-3.21287,-0.185291
1814,77,Male,Christian,Divorced,No,None,3,NA,,20260909002,-10.8835,-1.00863,-10.0085,-2.08646,-11.733,0.143966,0.158345,0.142767,0.336953,0.10938,0.988428,0.373733,0.410892,0.722272,1.89498,1.90543,0.577852,1.14465,1.29859,2.32009,8.8031,-0.155712,-0.0480591,-0.24391,-0.641752,-1.4078,-3.13851,-0.180891
1815,51,Male,No religion,Married,No,Long COVID,3,NA,,20260909002,-8.41115,-0.901386,-7.66817,-2.0636,-8.93149,-0.188734,0.00911289,0.152156,0.180457,-0.0856414,1.2215,0.51109,0.549881,1.05498,1.67806,2.1119,0.647102,1.30356,1.5417,2.08072,6.43239,-0.202983,-0.160229,-0.289596,-0.672383,-1.43265,-3.15256,-0.193449
1816,27,Female,Christian,Divorced,No,None,1,NA,,20260909002,-10.1508,-0.882506,-9.51972,-2.01143,-10.7156,-0.348705,-0.303227,-0.0416116,-0.166668,-0.398449,1.15437,0.513584,0.636986,0.842577,1.85559,1.86751,0.554667,1.27331,1.34787,2.17028,8.1907,-0.144836,-0.0808336,-0.307972,-0.678951,-1.41275,-3.1412,-0.167557
1817,25,Male,Christian,Single,Yes,None,4,NA,,20260909002,-7.55055,-0.775883,-6.79542,-1.87254,-7.99071,-0.0235656,-0.0260424,0.0691407,0.0479466,-0.190169,1.08376,0.394563,0.379539,0.727364,1.60419,1.80837,0.387611,1.08441,1.23484,1.82876,5.59856,-0.137277,-0.123984,-0.24058,-0.62046,-1.38556,-3.05366,-0.174807
1818,75,Male,Christian,Widowed,No,None,3,NA,,20260909002,-10.4088,-1.0946,-9.74445,-1.91756,-11.0481,-0.349772,-0.1847,-0.0848306,-0.0864253,-0.232189,1.34121,0.957981,0.795499,0.908933,2.18436,2.08922,0.801645,1.43939,1.53986,2.17191,8.41669,-0.190486,-0.125376,-0.314393,-0.694604,-1.4234,-3.0966,-0.217215
1819,61,Female,Christian,Married,No,None,1,NA,,20260909002,-10.1589,-0.758656,-9.60108,-1.70842,-10.9242,-0.0665133,-0.120339,-0.0403176,-0.0574235,-0.263043,0.761508,0.424998,0.446142,0.578679,1.757,1.47887,0.331197,1.01159,1.14865,1.90102,8.495,-0.151449,-0.106471,-0.231252,-0.667058,-1.41151,-3.1069,-0.218795
1820,24,Male,Christian,Single,No,Bereaved,4,NA,,20260909002,-9.25188,-0.734389,-8.79261,-1.89308,-10.0542,-0.267779,-0.114344,-0.0582246,-0.127899,-0.248942,0.708672,0.25591,0.461566,0.726529,1.5757,1.61475,0.343022,1.23586,1.16863,2.12745,7.54047,-0.160814,-0.132099,-0.304682,-0.756958,-1.45473,-3.24911,-0.16956
1821,24,Male,Christian,Single,No,Had COVID,1,NA,,20260909002,-9.26555,-1.13677,-8.76997,-2.0835,-10.0007,-0.318147,-0.0846004,0.0614502,0.0506434,-0.143227,1.28689,0.855733,0.737994,0.894377,2.0037,1.95997,0.750617,1.41083,1.3785,2.25907,7.28745,-0.172499,-0.0878292,-0.308516,-0.679502,-1.4335,-3.12613,-0.16538
1822,27,Male,Christian,Single,No,None,1,NA,,20260909002,-10.5366,-0.881839,-9.95902,-2.01369,-11.2421,-0.198776,-0.0294369,0.00921337,0.0429513,-0.0217768,0.973585,0.446393,0.577197,0.968702,1.65106,1.70239,0.416027,1.1909,1.32199,1.79737,8.72303,-0.155559,-0.130999,-0.268205,-0.677833,-1.37841,-3.12644,-0.174988
1823,77,Male,Christian,Widowed,No,Had COVID,3,NA,,20260909002,-11.0002,-0.82308,-10.4429,-2.03387,-11.5549,-0.174689,-0.112322,0.0553082,0.0455199,-0.145777,1.10029,0.614625,0.635407,0.967799,1.77736,1.88654,0.553337,1.326,1.41708,2.01207,9.12427,-0.175259,-0.0575578,-0.269595,-0.684058,-1.45567,-3.15912,-0.197609
1824,25,Male,No religion,Single,Yes,Bereaved,4,NA,,20260909002,-10.5037,-0.738941,-9.87504,-1.74119,-11.3866,-0.321012,-0.209876,-0.111964,-0.11848,-0.235145,1.06856,0.475311,0.521358,0.793781,1.89457,1.84387,0.510203,1.1514,1.15471,2.24838,8.79135,-0.178291,-0.119328,-0.230397,-0.636036,-1.37561,-3.11398,-0.207381
1825,46,Female,Christian,Single,No,Had COVID,1,NA,,20260909002,-9.78815,-0.625137,-9.24337,-1.63751,-10.4037,-0.269333,-0.143182,0.0241637,-0.0514128,-0.208039,0.511493,0.00632481,0.261448,0.283535,1.33015,1.54166,0.178041,0.947832,0.654369,1.68875,8.13116,-0.1588,-0.146371,-0.240633,-0.629333,-1.37353,-3.09419,-0.180125
1826,32,Male,Christian,Single,Yes,Had COVID,1,NA,,20260909002,-9.16966,-0.716917,-8.81955,-1.62993,-10.0066,-0.332266,-0.207435,5.39332e-5,-0.0277188,-0.233637,0.867216,0.43638,0.554727,0.648404,1.8462,1.45032,0.217929,1.19099,0.892474,1.9278,7.56359,-0.243982,-0.161306,-0.255588,-0.710508,-1.37899,-3.12292,-0.204611
1827,65,Female,Christian,Widowed,No,Had COVID,2,NA,,20260909002,-10.3986,-0.997506,-9.82328,-1.94218,-11.3463,-0.238547,-0.063192,-0.0245934,-0.0559885,-0.244454,0.892265,0.465272,0.564852,0.699284,2.1116,1.92043,0.65487,1.4053,1.55063,2.2498,8.55903,-0.121726,-0.0940369,-0.267788,-0.691737,-1.3746,-3.11866,-0.187747
1828,64,Male,No religion,Divorced,Yes,Had COVID,3,NA,,20260909002,-12.0654,-0.977996,-11.3517,-2.03082,-12.5323,-0.114781,-0.0270723,0.154961,0.121316,-0.159165,1.15339,0.440689,0.525149,0.719599,1.69041,1.9322,0.612908,1.31459,1.45654,2.17389,10.0587,-0.168806,-0.117643,-0.290417,-0.652753,-1.38483,-3.11282,-0.169924
1829,77,Female,No religion,Divorced,No,Had COVID,3,NA,,20260909002,-9.74746,-1.07044,-9.0957,-2.18637,-10.6073,-0.0132408,0.108058,0.198165,0.271752,-0.0747073,1.25343,0.715039,0.615747,0.761997,2.23092,1.90319,0.662432,1.32431,1.29893,2.29618,7.77095,-0.145448,-0.10677,-0.203502,-0.663094,-1.34351,-3.08413,-0.174678
1830,53,Male,No religion,Married,Yes,Had COVID,4,NA,,20260909002,-10.5015,-0.81488,-9.86726,-2.04261,-11.0879,-0.107547,-0.123414,0.0820384,0.189064,-0.225893,1.14112,0.582579,0.618948,0.905183,1.7713699999999999,1.68829,0.542507,1.24502,1.40531,2.07901,8.62113,-0.177974,-0.124578,-0.20253,-0.647771,-1.42558,-3.17035,-0.229519
1831,34,Female,Christian,Single,Yes,None,2,NA,,20260909002,-8.05512,-0.871455,-7.47803,-2.1109,-8.84228,-0.271042,-0.18419,-0.0380873,0.0941645,-0.209783,1.01117,0.569478,0.489965,0.742487,1.88264,1.79219,0.47851,1.24817,1.46424,1.96961,6.20471,-0.213713,-0.1144,-0.214899,-0.616959,-1.35291,-3.06718,-0.205048
1832,45,Female,Christian,Single,Yes,None,4,NA,,20260909002,-10.3602,-0.806377,-9.95452,-1.88428,-11.1895,-0.326078,-0.179828,-5.30271e-4,-0.0431072,-0.28546,0.802847,0.423129,0.49137,0.699335,1.68067,1.63697,0.506213,1.30278,1.18258,2.10279,8.71534,-0.167559,-0.0790413,-0.262285,-0.695572,-1.39654,-3.17105,-0.162142
1833,48,Female,Christian,Married,No,None,3,NA,,20260909002,-9.8968,-0.775588,-9.37203,-1.94216,-10.5677,-0.228186,-0.0684976,-0.0117054,0.0805604,-0.221552,0.849755,0.257812,0.358497,0.609734,1.58457,1.59897,0.318217,1.06228,1.17052,1.8471,8.17215,-0.173249,-0.0730058,-0.251058,-0.643687,-1.39213,-3.1208,-0.178545
1834,49,Male,Not answered,Single,No,Had COVID,3,NA,,20260909002,-8.9666,-0.754555,-8.51871,-1.86188,-9.73909,-0.283954,-0.136415,0.0182983,-0.0389077,-0.221949,1.01385,0.444099,0.455485,0.754575,1.57427,1.67185,0.528737,1.30748,1.3638,1.97185,7.34252,-0.151716,-0.0760979,-0.254386,-0.618986,-1.34824,-3.06687,-0.190376
1835,25,Female,No religion,Married,No,Had COVID,3,NA,,20260909002,-12.7701,-1.00571,-12.1582,-1.88913,-13.6863,-0.379301,-0.247704,-0.0420786,-0.304473,-0.235734,1.22173,0.65335,0.656385,0.983106,2.08666,1.83354,0.699276,1.2931,1.54972,2.3308,10.9476,-0.159422,-0.122867,-0.252435,-0.707379,-1.3653,-3.1114,-0.170638
